"CandidateId","CandidateName","TOTAL_VOTES","Party","WriteInVote","LocalityCode","LocalityName","PrecinctId","PrecinctName","DistrictId","DistrictType","DistrictName","OfficeId","OfficeTitle","ElectionId","ElectionType","ElectionDate","ElectionName","NumberOfSeats"
"cs8","Ron D. DeSantis","0","Republican","0","001","ACCOMACK COUNTY","0501","501 - MAPPSVILLE","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs5","Ryan L. Binkley","0","Republican","0","001","ACCOMACK COUNTY","0501","501 - MAPPSVILLE","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs6","Vivek Ramaswamy","0","Republican","0","001","ACCOMACK COUNTY","0501","501 - MAPPSVILLE","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs4","Chris Christie","0","Republican","0","001","ACCOMACK COUNTY","0502","502 - RUE","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs7","Donald J. Trump","35","Republican","0","001","ACCOMACK COUNTY","0502","502 - RUE","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs9","Nikki R. Haley","6","Republican","0","001","ACCOMACK COUNTY","0502","502 - RUE","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs8","Ron D. DeSantis","1","Republican","0","001","ACCOMACK COUNTY","0502","502 - RUE","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs5","Ryan L. Binkley","0","Republican","0","001","ACCOMACK COUNTY","0502","502 - RUE","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs6","Vivek Ramaswamy","0","Republican","0","001","ACCOMACK COUNTY","0502","502 - RUE","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs4","Chris Christie","2","Republican","0","001","ACCOMACK COUNTY","0601","601 - ACCOMAC","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs7","Donald J. Trump","197","Republican","0","001","ACCOMACK COUNTY","0601","601 - ACCOMAC","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs9","Nikki R. Haley","38","Republican","0","001","ACCOMACK COUNTY","0601","601 - ACCOMAC","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs8","Ron D. DeSantis","0","Republican","0","001","ACCOMACK COUNTY","0601","601 - ACCOMAC","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs5","Ryan L. Binkley","0","Republican","0","001","ACCOMACK COUNTY","0601","601 - ACCOMAC","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs6","Vivek Ramaswamy","0","Republican","0","001","ACCOMACK COUNTY","0601","601 - ACCOMAC","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs4","Chris Christie","0","Republican","0","001","ACCOMACK COUNTY","0602","602 - TANGIER","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs7","Donald J. Trump","91","Republican","0","001","ACCOMACK COUNTY","0602","602 - TANGIER","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs9","Nikki R. Haley","6","Republican","0","001","ACCOMACK COUNTY","0602","602 - TANGIER","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs8","Ron D. DeSantis","0","Republican","0","001","ACCOMACK COUNTY","0602","602 - TANGIER","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs5","Ryan L. Binkley","0","Republican","0","001","ACCOMACK COUNTY","0602","602 - TANGIER","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs6","Vivek Ramaswamy","0","Republican","0","001","ACCOMACK COUNTY","0602","602 - TANGIER","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs4","Chris Christie","2","Republican","0","001","ACCOMACK COUNTY","0701","701 - NANDUA","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs7","Donald J. Trump","223","Republican","0","001","ACCOMACK COUNTY","0701","701 - NANDUA","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs9","Nikki R. Haley","132","Republican","0","001","ACCOMACK COUNTY","0701","701 - NANDUA","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs8","Ron D. DeSantis","2","Republican","0","001","ACCOMACK COUNTY","0701","701 - NANDUA","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs5","Ryan L. Binkley","0","Republican","0","001","ACCOMACK COUNTY","0701","701 - NANDUA","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs6","Vivek Ramaswamy","1","Republican","0","001","ACCOMACK COUNTY","0701","701 - NANDUA","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs4","Chris Christie","0","Republican","0","001","ACCOMACK COUNTY","0801","801 - BOBTOWN","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs7","Donald J. Trump","125","Republican","0","001","ACCOMACK COUNTY","0801","801 - BOBTOWN","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs9","Nikki R. Haley","33","Republican","0","001","ACCOMACK COUNTY","0801","801 - BOBTOWN","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs8","Ron D. DeSantis","1","Republican","0","001","ACCOMACK COUNTY","0801","801 - BOBTOWN","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs5","Ryan L. Binkley","0","Republican","0","001","ACCOMACK COUNTY","0801","801 - BOBTOWN","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs6","Vivek Ramaswamy","0","Republican","0","001","ACCOMACK COUNTY","0801","801 - BOBTOWN","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs4","Chris Christie","0","Republican","0","001","ACCOMACK COUNTY","0802","802 - MELFA","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs7","Donald J. Trump","96","Republican","0","001","ACCOMACK COUNTY","0802","802 - MELFA","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs9","Nikki R. Haley","21","Republican","0","001","ACCOMACK COUNTY","0802","802 - MELFA","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs8","Ron D. DeSantis","0","Republican","0","001","ACCOMACK COUNTY","0802","802 - MELFA","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs5","Ryan L. Binkley","0","Republican","0","001","ACCOMACK COUNTY","0802","802 - MELFA","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs6","Vivek Ramaswamy","0","Republican","0","001","ACCOMACK COUNTY","0802","802 - MELFA","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs4","Chris Christie","1","Republican","0","001","ACCOMACK COUNTY","0803","803 - WACHAPREAGUE","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs7","Donald J. Trump","107","Republican","0","001","ACCOMACK COUNTY","0803","803 - WACHAPREAGUE","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs9","Nikki R. Haley","27","Republican","0","001","ACCOMACK COUNTY","0803","803 - WACHAPREAGUE","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs8","Ron D. DeSantis","0","Republican","0","001","ACCOMACK COUNTY","0803","803 - WACHAPREAGUE","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs5","Ryan L. Binkley","0","Republican","0","001","ACCOMACK COUNTY","0803","803 - WACHAPREAGUE","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs6","Vivek Ramaswamy","0","Republican","0","001","ACCOMACK COUNTY","0803","803 - WACHAPREAGUE","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs4","Chris Christie","1","Republican","0","001","ACCOMACK COUNTY","0901","901 - PAINTER","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs7","Donald J. Trump","161","Republican","0","001","ACCOMACK COUNTY","0901","901 - PAINTER","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs9","Nikki R. Haley","50","Republican","0","001","ACCOMACK COUNTY","0901","901 - PAINTER","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs8","Ron D. DeSantis","3","Republican","0","001","ACCOMACK COUNTY","0901","901 - PAINTER","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs5","Ryan L. Binkley","0","Republican","0","001","ACCOMACK COUNTY","0901","901 - PAINTER","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs6","Vivek Ramaswamy","1","Republican","0","001","ACCOMACK COUNTY","0901","901 - PAINTER","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs4","Chris Christie","0","Republican","0","001","ACCOMACK COUNTY","ACCOMACK COUNTY PROVISIONALS","ACCOMACK COUNTY PROVISIONALS","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs7","Donald J. Trump","6","Republican","0","001","ACCOMACK COUNTY","ACCOMACK COUNTY PROVISIONALS","ACCOMACK COUNTY PROVISIONALS","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs9","Nikki R. Haley","2","Republican","0","001","ACCOMACK COUNTY","ACCOMACK COUNTY PROVISIONALS","ACCOMACK COUNTY PROVISIONALS","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs8","Ron D. DeSantis","0","Republican","0","001","ACCOMACK COUNTY","ACCOMACK COUNTY PROVISIONALS","ACCOMACK COUNTY PROVISIONALS","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs5","Ryan L. Binkley","0","Republican","0","001","ACCOMACK COUNTY","ACCOMACK COUNTY PROVISIONALS","ACCOMACK COUNTY PROVISIONALS","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs6","Vivek Ramaswamy","0","Republican","0","001","ACCOMACK COUNTY","ACCOMACK COUNTY PROVISIONALS","ACCOMACK COUNTY PROVISIONALS","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs4","Chris Christie","0","Republican","0","003","ALBEMARLE COUNTY","0101","101 - WOODBROOK","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs7","Donald J. Trump","163","Republican","0","003","ALBEMARLE COUNTY","0101","101 - WOODBROOK","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs9","Nikki R. Haley","192","Republican","0","003","ALBEMARLE COUNTY","0101","101 - WOODBROOK","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs8","Ron D. DeSantis","10","Republican","0","003","ALBEMARLE COUNTY","0101","101 - WOODBROOK","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs5","Ryan L. Binkley","0","Republican","0","003","ALBEMARLE COUNTY","0101","101 - WOODBROOK","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs6","Vivek Ramaswamy","2","Republican","0","003","ALBEMARLE COUNTY","0101","101 - WOODBROOK","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs4","Chris Christie","0","Republican","0","003","ALBEMARLE COUNTY","0103","103 - BRANCHLANDS","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs7","Donald J. Trump","52","Republican","0","003","ALBEMARLE COUNTY","0103","103 - BRANCHLANDS","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs9","Nikki R. Haley","50","Republican","0","003","ALBEMARLE COUNTY","0103","103 - BRANCHLANDS","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs8","Ron D. DeSantis","3","Republican","0","003","ALBEMARLE COUNTY","0103","103 - BRANCHLANDS","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs5","Ryan L. Binkley","1","Republican","0","003","ALBEMARLE COUNTY","0103","103 - BRANCHLANDS","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs6","Vivek Ramaswamy","1","Republican","0","003","ALBEMARLE COUNTY","0103","103 - BRANCHLANDS","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs4","Chris Christie","2","Republican","0","003","ALBEMARLE COUNTY","0104","104 - AGNOR-HURT","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs7","Donald J. Trump","90","Republican","0","003","ALBEMARLE COUNTY","0104","104 - AGNOR-HURT","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs9","Nikki R. Haley","79","Republican","0","003","ALBEMARLE COUNTY","0104","104 - AGNOR-HURT","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs8","Ron D. DeSantis","4","Republican","0","003","ALBEMARLE COUNTY","0104","104 - AGNOR-HURT","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs5","Ryan L. Binkley","2","Republican","0","003","ALBEMARLE COUNTY","0104","104 - AGNOR-HURT","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs6","Vivek Ramaswamy","1","Republican","0","003","ALBEMARLE COUNTY","0104","104 - AGNOR-HURT","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs4","Chris Christie","3","Republican","0","003","ALBEMARLE COUNTY","0105","105 - DUNLORA","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs7","Donald J. Trump","121","Republican","0","003","ALBEMARLE COUNTY","0105","105 - DUNLORA","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs9","Nikki R. Haley","288","Republican","0","003","ALBEMARLE COUNTY","0105","105 - DUNLORA","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs8","Ron D. DeSantis","2","Republican","0","003","ALBEMARLE COUNTY","0105","105 - DUNLORA","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs5","Ryan L. Binkley","0","Republican","0","003","ALBEMARLE COUNTY","0105","105 - DUNLORA","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs6","Vivek Ramaswamy","1","Republican","0","003","ALBEMARLE COUNTY","0105","105 - DUNLORA","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs4","Chris Christie","2","Republican","0","003","ALBEMARLE COUNTY","0106","106 - NORTHSIDE","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs7","Donald J. Trump","174","Republican","0","003","ALBEMARLE COUNTY","0106","106 - NORTHSIDE","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs9","Nikki R. Haley","173","Republican","0","003","ALBEMARLE COUNTY","0106","106 - NORTHSIDE","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs8","Ron D. DeSantis","3","Republican","0","003","ALBEMARLE COUNTY","0106","106 - NORTHSIDE","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs5","Ryan L. Binkley","2","Republican","0","003","ALBEMARLE COUNTY","0106","106 - NORTHSIDE","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs6","Vivek Ramaswamy","2","Republican","0","003","ALBEMARLE COUNTY","0106","106 - NORTHSIDE","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs4","Chris Christie","2","Republican","0","003","ALBEMARLE COUNTY","0201","201 - JACK JOUETT","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs7","Donald J. Trump","160","Republican","0","003","ALBEMARLE COUNTY","0201","201 - JACK JOUETT","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs9","Nikki R. Haley","283","Republican","0","003","ALBEMARLE COUNTY","0201","201 - JACK JOUETT","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs8","Ron D. DeSantis","0","Republican","0","003","ALBEMARLE COUNTY","0201","201 - JACK JOUETT","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs5","Ryan L. Binkley","0","Republican","0","003","ALBEMARLE COUNTY","0201","201 - JACK JOUETT","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs6","Vivek Ramaswamy","1","Republican","0","003","ALBEMARLE COUNTY","0201","201 - JACK JOUETT","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs4","Chris Christie","0","Republican","0","003","ALBEMARLE COUNTY","0202","202 - UNIVERSITY","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
"cs7","Donald J. Trump","17","Republican","0","003","ALBEMARLE COUNTY","0202","202 - UNIVERSITY","ed1","state","United States Of America","cc2","President","","Primary","2024-03-05","2024 March Republican Primary","1"
